"";"p_sr";"p_mr";"p_pr";"p_ft";"p_rf";"nn"
"1";14897,7171799734;16354,9099220773;14419,5613205905;11719,6484549964;12518,6112335927;-0,131584948201764
"2";12666,0677355064;13736,4732985394;13013,5470279001;11719,6484549964;8410,63183514295;-0,290397687671254
"3";14005,0574021866;11064,3368356554;13797,2687065552;11719,6484549964;10865,8712595731;-0,198134642033453
"4";19361,0160689074;15610,065674236;18608,7340811599;11254,1980058178;17571,9750816846;0,00764239861291388
"5";14674,5522355267;19378,4180935994;14256,7273579283;11719,6484549964;11392,0277684232;-0,3375980369082
"6";19249,4335966841;9929,32455636933;18484,023608539;5430,53668227666;19955,9598;-0,457279574308552
"7";13558,7275132932;5119,17208170518;13515,6657538545;11254,1980058178;11566,2870342129;-0,16744772642767
"8";16013,5419022069;6048,53481859155;15304,088695771;11254,1980058178;14185,2249047646;-0,45974450180116
"9";12777,6502077297;27613,7565919086;13071,7773679282;22430,5430709877;8899,75025824176;-0,476029174184017
"10";12889,2326799531;24598,9533267729;13131,315782532;22430,5430709877;8759,55375769475;-0,467204616201116
"11";10546,0007632627;4636,76578267943;12164,0191935856;11719,6484549964;3317,30304444445;-0,454709857752551
"12";13781,8924577399;4424,09902663715;13653,9636075365;11254,1980058178;10577,2828184279;-0,451151026629672
"13";12108,1553743896;2691,81094467267;12742,235247892;11254,1980058178;7262,96386957435;-0,750223840875897
"14";14339,8048188566;843,29988941364;14021,505539342;11254,1980058178;13376,6852767182;-0,603396325911288
"15";11215,4955966028;26099,0038525434;12378,4318133704;22430,5430709877;4097,12297264957;-0,364299849793759
"16";17129,3666244404;10282,9788225358;16301,2942617868;11254,1980058178;15494,3439398424;-0,54089899057622
"17";19361,0160689074;13993,1323887091;18608,7340811599;11254,1980058178;17571,9750816846;0,0689871867925042
"18";15455,6295410901;7944,55559276976;14847,3495173706;11254,1980058178;14578,1145018298;-0,0915588251131832
"19";11773,4079577196;-4330,47420875542;12595,5451689593;5430,53668227666;6903,5854957138;-0,800370548599776
"20";15455,6295410901;5063,2854437083;14847,3495173706;5430,53668227666;14578,1145018298;-0,237089130947619
"21";13893,4749299632;20934,7706522876;13724,9933771144;11719,6484549964;12523,3374416472;-0,446152823414484
"22";12219,737846613;-1978,50315515418;12793,8314429717;5430,53668227666;7640,83119011905;-0,985019987396179
"23";10434,4182910394;4839,30066732131;12133,2631540446;11719,6484549964;2745,16837435897;-0,620062956787108
"24";14339,8048188566;10000,3857278731;14021,505539342;11719,6484549964;13376,6852767182;-0,652209200494736
"25";12108,1553743896;8020,80440996215;12742,235247892;11254,1980058178;7262,96386957435;-0,278860376144616
"26";12666,0677355064;10342,4377712449;13013,5470279001;11719,6484549964;8410,63183514295;-0,418038903556548
"27";14897,7171799734;9776,36255311593;14419,5613205905;11254,1980058178;12518,6112335927;-0,324295519398794
"28";16013,5419022069;26473,0349710705;15304,088695771;23880,0760361371;14185,2249047646;0,0382216698827254
"29";12666,0677355064;4183,98715920653;13013,5470279001;11254,1980058178;8410,63183514295;-0,627038246813332
"30";13781,8924577399;38004,8659786284;13653,9636075365;22430,5430709877;10577,2828184279;-0,329538996059987
"31";17240,9490966638;28108,6534169959;16406,9714372396;23880,0760361371;22073,5173609023;-0,177434601104456
"32";13781,8924577399;23556,5497461259;13653,9636075365;11719,6484549964;10577,2828184279;-0,252148281364811
"33";14897,7171799734;19647,8667058172;14419,5613205905;11719,6484549964;12518,6112335927;-0,257598001956813
"34";16236,7068466536;26983,1548491372;15494,7156007886;23880,0760361371;15222,1848350503;-0,252857128020768
"35";15678,7944855368;22593,3601815412;15026,6148312354;23880,0760361371;13526,7786513206;-0,183799314555874
"36";12108,1553743896;12167,4412590675;12742,235247892;11719,6484549964;7262,96386957435;-0,559373312265912
"37";11773,4079577196;19217,7207755046;12595,5451689593;11719,6484549964;6903,5854957138;-0,756572645551735
"38";16013,5419022069;23576,5491057886;15304,088695771;23880,0760361371;14185,2249047646;-0,262197208095779
"39";14507,1785271917;12618,1941693444;14137,753874768;11719,6484549964;24465,0496;-0,168261766813566
"40";16236,7068466536;28375,6335942866;15494,7156007886;23880,0760361371;15222,1848350503;-0,026501663623171
"41";11833,852182923;6504,95246232767;12621,1290037541;11719,6484549964;7659,6429;-0,614587951517759
"42";30519,2632912425;21889,7772056786;34781,1243891618;22713,5640301003;28953,6839007238;0,527703748985913
"43";16236,7068466536;22358,3524486292;15494,7156007886;23880,0760361371;15222,1848350503;-0,361379539251517
"44";16013,5419022069;8949,24957728945;15304,088695771;11254,1980058178;14185,2249047646;-0,140951144690996
"45";15455,6295410901;26269,735856628;14847,3495173706;23880,0760361371;14578,1145018298;-0,0143179073614849
"46";12882,0132940002;11927,5719530294;13127,4241907746;11719,6484549964;5482,40720645161;-0,714965123177163
"47";13781,8924577399;6059,64588257112;13653,9636075365;11254,1980058178;10577,2828184279;-0,668203920546021
"48";14730,3434716384;3152,27306926157;14296,9871273422;5430,53668227666;12952,4566;-0,512901430367524
"49";13781,8924577399;10165,0633262424;13653,9636075365;11719,6484549964;10577,2828184279;-0,691863975510088
"50";13781,8924577399;7831,02258178964;13653,9636075365;11254,1980058178;10577,2828184279;-0,913456920674212
"51";15455,6295410901;12697,2590504112;14847,3495173706;23880,0760361371;14578,1145018298;-0,0163020048172598
"52";14897,7171799734;27957,1150200581;14419,5613205905;22430,5430709877;12518,6112335927;-0,210565275946684
"53";18468,3562911206;24699,2945413301;17637,8740813305;23880,0760361371;17252,6944395373;-0,0905279170550306
"54";19361,0160689074;23681,5132326847;18608,7340811599;23880,0760361371;17571,9750816846;-0,446723536757361
"55";13223,9800966231;8017,92351791449;13317,7169590854;11254,1980058178;9068,66390037881;-0,610495163967536
"56";12108,1553743896;4941,61676967889;12742,235247892;11254,1980058178;7262,96386957435;-0,460777362492967
"57";13781,8924577399;38926,6284448504;13653,9636075365;22430,5430709877;10577,2828184279;-0,210583655100248
"58";14339,8048188566;962,944008314051;14021,505539342;5430,53668227666;13376,6852767182;-0,66085237095986
"59";16683,036735547;13127,8515208112;15889,2907466429;11254,1980058178;20336,7928938012;-0,280833716589705
"60";12889,2326799531;3628,58785768412;13131,315782532;11254,1980058178;8759,55375769475;-0,71597960116773
"61";13781,8924577399;14814,2648135489;13653,9636075365;11719,6484549964;10577,2828184279;-0,349011489963355
"62";14897,7171799734;33437,6222625012;14419,5613205905;22430,5430709877;12518,6112335927;-0,229841206072648
"63";14562,9697633033;10526,9651077455;14177,1099502073;11254,1980058178;14624,5645328412;-0,46790526640516
"64";17129,3666244404;26439,34505744;16301,2942617868;23880,0760361371;15494,3439398424;-0,195266089392623
"65";18228,7887232571;20711,92872277;17387,9623753141;23880,0760361371;23809,1324;-0,30736091129205
"66";24940,139680075;20920,78122536;25911,598978832;11254,1980058178;21495,9952811797;0,0911991832630063
"67";16906,2016799937;7003,6253012931;16093,1389639388;11254,1980058178;16092,7770157874;-0,311598145375142
"68";12889,2326799531;5050,03471772;13131,315782532;11254,1980058178;8759,55375769475;-0,704720474460924
"69";15455,6295410901;3981,96595158521;14847,3495173706;11254,1980058178;14578,1145018298;-0,370344087735626
"70";14897,7171799734;3157,18391902931;14419,5613205905;11254,1980058178;12518,6112335927;-0,514108247371952
"71";27171,789124542;13487,7003020151;29315,1701804829;22713,5640301003;28662,8010843474;0,370383268697665
"72";14339,8048188566;22076,8881579032;14021,505539342;11719,6484549964;13376,6852767182;-0,214005771917018
"73";14228,2223466333;-3517,51220425311;13945,5310391403;5430,53668227666;10630,1802215608;-0,647447395335273
"74";15344,0470688668;7843,48312844243;14759,4507935998;11254,1980058178;15793,9270378576;-0,599447284380633
"75";29626,6035134557;21802,8707089499;33288,9283171503;22713,5640301003;34222,7318333333;0,114748616093853
"76";38330,0363468771;28376,6114692688;48342,5994575999;22713,5640301003;55746,700505144;1,4860957656356
"77";13223,9800966231;24491,593171455;13317,7169590854;22430,5430709877;9068,66390037881;-0,157630171715059
"78";16125,1243744303;22141,960024571;15398,8418830613;23880,0760361371;15468,1784875621;-0,275610295763746
"79";17129,3666244404;27063,4889410511;16301,2942617868;23880,0760361371;15494,3439398424;0,0799043169774144
"80";13781,8924577399;14239,5851896107;13653,9636075365;11719,6484549964;10577,2828184279;-0,402247040618522
"81";16013,5419022069;25931,8214857001;15304,088695771;23880,0760361371;14185,2249047646;-0,0880812992236645
"82";13781,8924577399;1740,01161023136;13653,9636075365;5430,53668227666;10577,2828184279;-0,742571375152675
"83";13781,8924577399;-2629,03908481076;13653,9636075365;5430,53668227666;10577,2828184279;-0,927597099512478
"84";16013,5419022069;29808,9164120425;15304,088695771;23880,0760361371;14185,2249047646;-0,123315076216045
"85";11773,4079577196;32328,9049359206;12595,5451689593;22430,5430709877;6903,5854957138;-0,430897048298656
"86";13781,8924577399;10769,4694952499;13653,9636075365;11719,6484549964;10577,2828184279;-0,150089623502679
"87";18245,1913466739;25666,9796794932;17404,9265473468;23880,0760361371;17142,5483547113;0,123796625583101
"88";17687,2789855572;18645,521693348;16840,1977815795;23880,0760361371;18255,4273210388;-0,154922162146362
"89";13781,8924577399;5139,58849024493;13653,9636075365;11254,1980058178;10577,2828184279;-0,397714906011917
"90";13223,9800966231;12660,1785929371;13317,7169590854;11719,6484549964;9068,66390037881;-0,430597779993538
"91";24940,139680075;21467,8589315657;25911,598978832;23880,0760361371;21495,9952811797;0,756825516524325
"92";78475,5496620988;59360,5033911709;61809,1687868378;37123,6514430203;66324,3873578;2,78564824865218
"93";78475,5496620988;59360,5033911709;61809,1687868378;37123,6514430203;66324,3873578;2,78564824865218
"94";16158,5991160973;16607,3136353567;15427,4866271255;23880,0760361371;7875,9315;-0,535235784856325
"95";16571,4542633237;21390,9256389011;15788,9974218802;23880,0760361371;15956,4330124585;-0,223247168862905
"96";16013,5419022069;28229,9578424431;15304,088695771;23880,0760361371;14185,2249047646;-0,133450388217191
"97";13112,3976243998;36337,7115907166;13254,2918295819;22430,5430709877;11656,0752666667;-0,219506187633752
"98";28287,6138467755;18323,4924049238;31095,3267338399;22713,5640301003;27696,901849435;0,924970590122118
"99";17129,3666244404;25831,3845403446;16301,2942617868;23880,0760361371;15494,3439398424;-0,391633897685446
"100";19918,9284300242;9889,96403374337;19246,2499813828;5430,53668227666;18938,6939882345;-0,435968727853416
"101";14339,8048188566;16558,083389028;14021,505539342;11719,6484549964;13376,6852767182;-0,345249576353158
"102";14339,8048188566;38753,8586657392;14021,505539342;22430,5430709877;13376,6852767182;-0,221593435977338
"103";41677,5105135776;28362,8611768363;54094,4211022304;22713,5640301003;34163,9872302159;1,0808172442777
"104";13781,8924577399;9921,54209808726;13653,9636075365;11719,6484549964;10577,2828184279;-0,52314193245073
"105";13781,8924577399;41143,0706631802;13653,9636075365;22430,5430709877;10577,2828184279;-0,302193441559734
"106";14897,7171799734;21449,3991192067;14419,5613205905;11719,6484549964;12518,6112335927;-0,498336554770017
"107";16236,7068466536;28855,7160870694;15494,7156007886;23880,0760361371;15222,1848350503;-0,246063929625773
"108";16571,4542633237;23208,4314313177;15788,9974218802;23880,0760361371;15956,4330124585;-0,285153867189858
"109";14897,7171799734;34625,8288292484;14419,5613205905;22430,5430709877;12518,6112335927;-0,100662826389606
"110";19361,0160689074;17450,6097969739;18608,7340811599;23880,0760361371;17571,9750816846;-0,358846308264453
"111";14562,9697633033;-1222,56084787566;14177,1099502073;5430,53668227666;14624,5645328412;-0,322374581471319
"112";13781,8924577399;123,78032796178;13653,9636075365;5430,53668227666;10577,2828184279;-0,722109420591349
"113";11974,2564077216;5730,15606903564;12682,0965340185;11719,6484549964;8108,91266666667;-0,498152574959644
"114";19361,0160689074;15133,6527270386;18608,7340811599;11254,1980058178;17571,9750816846;-0,374842827417502
"115";14897,7171799734;9654,22607201617;14419,5613205905;11254,1980058178;12518,6112335927;-0,635281070633153
"116";13000,8151521764;2056,48587324657;13192,1560202404;11254,1980058178;8523,34295006058;-0,427522022978286
"117";20887,4642889229;10378,9599368945;20406,4301845238;11254,1980058178;39488,9153066701;-0,546142843870152
"118";11555,822136884;5005,34811656829;12506,7706931372;11254,1980058178;11513,3953333333;-0,807718474909917
"119";13781,8924577399;9608,09268700425;13653,9636075365;11719,6484549964;10577,2828184279;-0,716205187794501
"120";12108,1553743896;17815,8948815363;12742,235247892;11719,6484549964;7262,96386957435;-0,5031242631062
"121";24382,2273189582;8983,14944777358;25097,9191064572;5430,53668227666;16955,1727209653;-0,0697032520325008
"122";13223,9800966231;14468,9704920668;13317,7169590854;11719,6484549964;9068,66390037881;-0,436636900797361
"123";14897,7171799734;33944,6351474626;14419,5613205905;22430,5430709877;12518,6112335927;-0,26547022177596
"124";11661,8254854962;2889,63177251909;12549,3688163215;11254,1980058178;6516,81628767507;-0,763346403995414
"125";16571,4542633237;19137,8549931524;15788,9974218802;23880,0760361371;15956,4330124585;0,00748279977971007
"126";12108,1553743896;43215,1425747648;12742,235247892;22430,5430709877;7262,96386957435;-0,329728092876805
"127";43909,1599580446;34425,027883159;57783,8597398328;22713,5640301003;74370,4265589849;2,69067347757985
"128";12889,2326799531;1350,87897097319;13131,315782532;11254,1980058178;8759,55375769475;-0,978814894539934
"129";24940,139680075;24852,5894922931;25911,598978832;23880,0760361371;21495,9952811797;0,556072810392294
"130";19361,0160689074;24230,4981494229;18608,7340811599;23880,0760361371;17571,9750816846;-0,129796868910277
"131";13781,8924577399;22541,1751010204;13653,9636075365;11719,6484549964;10577,2828184279;-0,532491274941957
"132";15455,6295410901;27055,428749634;14847,3495173706;23880,0760361371;14578,1145018298;-0,280238382073357
"133";14897,7171799734;33671,1397159891;14419,5613205905;22430,5430709877;12518,6112335927;-0,189540254429584
"134";21034,7531522577;23480,754700087;20588,5988789047;23880,0760361371;23063,2227181024;-0,248284786368778
"135";16013,5419022069;3315,38587507792;15304,088695771;5430,53668227666;14185,2249047646;-0,600358742656052
"136";16571,4542633237;6250,3325347174;15788,9974218802;5430,53668227666;15956,4330124585;-0,586311467453388
"137";78475,5496620988;77264,1836741129;61809,1687868378;71359,6799292585;66324,3873578;2,78527284060292
"138";12666,0677355064;12012,8351099771;13013,5470279001;11719,6484549964;8410,63183514295;-0,436571737952863
"139";15196,758205532;6372,01926245634;14645,2082612378;5430,53668227666;27426,686;-0,485495051487242
"140";13558,7275132932;-2133,74995124806;13515,6657538545;5430,53668227666;11566,2870342129;-0,42844742441253
"141";13223,9800966231;14530,2213600632;13317,7169590854;11719,6484549964;9068,66390037881;-0,508660698037208
"142";18803,1037077907;23460,0263620839;17994,6991251774;23880,0760361371;16743,3205788563;-0,0257978813986936
"143";13781,8924577399;32206,8201360442;13653,9636075365;22430,5430709877;10577,2828184279;-0,157377337397988
"144";24820,1885224349;45146,7718010424;25735,3090336133;80588,4320458424;57004,9989558985;2,1573682942811
"145";16013,5419022069;10981,5256488351;15304,088695771;11254,1980058178;14185,2249047646;-0,375521153829489
"146";15455,6295410901;31779,169001935;14847,3495173706;23880,0760361371;14578,1145018298;-0,196297790559508
"147";16013,5419022069;3142,76532709505;15304,088695771;5430,53668227666;14185,2249047646;-0,613824286501542
"148";12666,0677355064;-3959,14500221517;13013,5470279001;5430,53668227666;8410,63183514295;-0,730662841183959
"149";13223,9800966231;7969,96605957393;13317,7169590854;11254,1980058178;9068,66390037881;-0,706051344597921
"150";23173,420922621;65112,8117659669;23392,4195969486;80588,4320458424;20161,582;2,19424191880436
"151";12666,0677355064;27757,0468677199;13013,5470279001;22430,5430709877;8410,63183514295;-0,459919621711912
"152";17129,3666244404;29691,0324853808;16301,2942617868;23880,0760361371;15494,3439398424;0,0072899425643545
"153";12108,1553743896;845,0347083956;12742,235247892;5430,53668227666;7262,96386957435;-0,479420253895661
"154";18245,1913466739;26424,7865133323;17404,9265473468;23880,0760361371;17142,5483547113;0,227313492498577
"155";14339,8048188566;32457,4329581866;14021,505539342;22430,5430709877;13376,6852767182;-0,311221352292247
"156";17687,2789855572;27096,9482476506;16840,1977815795;23880,0760361371;18255,4273210388;-0,158239930769377
"157";17343,5045468842;59058,8441757876;16505,0325656459;52903,2995233519;9344,792;0,195749893227883
"158";14897,7171799734;55276,7626654301;14419,5613205905;52903,2995233519;12518,6112335927;-0,279860570769434
"159";12889,2326799531;21885,14521675;13131,315782532;22430,5430709877;8759,55375769475;-0,49653581627139
"160";20476,8407911409;21571,9973376738;19906,4653919349;23880,0760361371;19296,3904735365;-0,440027247215769
"161";12666,0677355064;3079,43657299038;13013,5470279001;5430,53668227666;8410,63183514295;-0,721501841881898
"162";17687,2789855572;17934,6273056483;16840,1977815795;23880,0760361371;18255,4273210388;-0,190034211553923
"163";13223,9800966231;207,065963955596;13317,7169590854;11254,1980058178;9068,66390037881;-0,714045007227833
"164";17129,3666244404;22555,5450799344;16301,2942617868;23880,0760361371;15494,3439398424;-0,185085289416618
"165";16013,5419022069;13486,7745039938;15304,088695771;23880,0760361371;14185,2249047646;-0,277852426600459
"166";21592,6655133744;17459,5797020672;21291,8690083808;11254,1980058178;20146,284330047;0,0759739579793602
"167";13223,9800966231;31065,4598641833;13317,7169590854;22430,5430709877;9068,66390037881;-0,413751151156262
"168";11773,4079577196;17134,2568309437;12595,5451689593;11719,6484549964;6903,5854957138;-0,758951638032795
"169";14897,7171799734;8660,04697874654;14419,5613205905;11254,1980058178;12518,6112335927;-0,628556151010303
"170";14897,7171799734;5785,03204299789;14419,5613205905;5430,53668227666;12518,6112335927;-0,668928277388254
"171";73199,5589166742;68365,5004446944;71301,9064001564;71359,6799292585;84497,1538974623;1,15267975666976
"172";15455,6295410901;1655,3226392651;14847,3495173706;5430,53668227666;14578,1145018298;-0,408092838250925
"173";78475,5496620988;68136,8110061372;61809,1687868378;78253,3162894758;66324,3873578;2,43338312295164
"174";13223,9800966231;44825,4777483111;13317,7169590854;22430,5430709877;9068,66390037881;-0,336867273296103
"175";13781,8924577399;10572,8965161918;13653,9636075365;11719,6484549964;10577,2828184279;-0,461561961097848
"176";14339,8048188566;3870,76218088344;14021,505539342;5430,53668227666;13376,6852767182;-0,64884076945782
"177";14339,8048188566;4591,52452127449;14021,505539342;11254,1980058178;13376,6852767182;-0,223007494947791
"178";13781,8924577399;30326,089993922;13653,9636075365;22430,5430709877;10577,2828184279;-0,296291688493088
"179";16013,5419022069;22648,7932784315;15304,088695771;23880,0760361371;14185,2249047646;-0,543085225180555
"180";14536,0225962614;-963,692662434652;14158,0632095858;5430,53668227666;19816,5745333333;-0,683246409721631
"181";11550,2430132729;-3441,06385522429;12504,5630529724;5430,53668227666;5699,05516562873;-0,785464338031601
"182";17511,3580598498;62465,8160952292;16667,4459911563;52903,2995233519;53128,2102333333;1,52243869852643
"183";78475,5496620988;79704,3228843287;61809,1687868378;71359,6799292585;66324,3873578;2,78566264752786
"184";13781,8924577399;3514,92594036367;13653,9636075365;5430,53668227666;10577,2828184279;-0,684173922292608
"185";17687,2789855572;4805,32846907061;16840,1977815795;5430,53668227666;18255,4273210388;-0,508312674309903
"186";16571,4542633237;11945,372069886;15788,9974218802;11254,1980058178;15956,4330124585;-0,550768675708149
"187";25498,0520411917;54976,3085827259;26740,9454563333;80588,4320458424;18869,1460441558;2,07227432782226
"188";23824,3149578415;19799,5498794345;24300,6872731204;23880,0760361371;20529,3110506432;-0,150824825086093
"189";15678,7944855368;14050,6607750375;15026,6148312354;23880,0760361371;13526,7786513206;-0,583093070392475
"190";52835,7577359126;67338,176099739;70297,1529292375;71359,6799292585;44952,5277921637;2,77503378073152
"191";14451,38729108;2793,75076525286;14098,7005935215;5430,53668227666;12080,7178227513;-0,669503666866951
"192";17129,3666244404;9477,76595095638;16301,2942617868;11254,1980058178;15494,3439398424;-0,20161552088507
"193";26065,8171346058;48018,213034776;27600,2152705755;80588,4320458424;21146,5073258851;2,45364603825634
"194";24940,139680075;21930,87608926;25911,598978832;23880,0760361371;21495,9952811797;0,51942933345131
"195";17129,3666244404;1115,54057179764;16301,2942617868;5430,53668227666;15494,3439398424;-0,77088464973357
"196";17129,3666244404;25864,8289693911;16301,2942617868;23880,0760361371;15494,3439398424;-0,355585093596183
"197";13444,9133916254;10369,0894304672;13447,0780000105;11719,6484549964;11084,4498204678;-0,376181110610686
"198";39438,4185182133;61763,8445939058;50267,6883502156;80588,4320458424;40641,9538928517;1,04191733823158
"199";16013,5419022069;8346,80550580472;15304,088695771;11254,1980058178;14185,2249047646;-0,538965361049569
"200";10601,7919993744;-3949,27684312128;12179,9350180736;5430,53668227666;4290,1572;-0,792902298373881
"201";42399,4491088626;53980,7479683328;55303,9835805378;71359,6799292585;76196,600135391;1,80627700849598
"202";32224,979911132;69905,8612529235;37685,6512879384;80588,4320458424;32694,2225;2,685939224799
"203";19361,0160689074;28048,992030343;18608,7340811599;23880,0760361371;17571,9750816846;0,320088549130104
"204";17129,3666244404;1130,51590605732;16301,2942617868;5430,53668227666;15494,3439398424;-0,577995271465546
"205";13781,8924577399;-2764,61398714781;13653,9636075365;5430,53668227666;10577,2828184279;-0,926787042497125
"206";13223,9800966231;10527,9578477349;13317,7169590854;11719,6484549964;9068,66390037881;-0,57619648996754
"207";19361,0160689074;23362,6082537035;18608,7340811599;23880,0760361371;17571,9750816846;0,209355057538759
"208";11311,4565227149;-1770,52061672043;12413,3126103943;11254,1980058178;4180,7468;-1,00003504872198
"209";19361,0160689074;24906,5527248429;18608,7340811599;23880,0760361371;17571,9750816846;0,19704852476766
"210";14897,7171799734;8926,8792985715;14419,5613205905;11719,6484549964;12518,6112335927;-0,302463348171665
"211";10769,1657077094;-6726,52448948473;12229,8243332011;5430,53668227666;3568,44618913044;-0,808688005493765
"212";17240,9490966638;26768,9099570019;16406,9714372396;23880,0760361371;22073,5173609023;0,144908275779249
"213";16571,4542633237;21251,2700452823;15788,9974218802;23880,0760361371;15956,4330124585;-0,296931150017618
"214";29041,9113590053;34735,8494021548;32323,9706581374;43289,9607364112;58894,9416290695;2,39419594990837
"215";12108,1553743896;1899,02518039756;12742,235247892;11254,1980058178;7262,96386957435;-0,768626640195902
"216";16013,5419022069;30160,732428465;15304,088695771;23880,0760361371;14185,2249047646;0,0778750137054424
"217";16906,2016799937;41336,2925554123;16093,1389639388;23024,2258547008;16092,7770157874;-0,2674989762167
"218";12108,1553743896;4219,28235738911;12742,235247892;11254,1980058178;7262,96386957435;-0,768017701737287
"219";13781,8924577399;12759,9246803382;13653,9636075365;11719,6484549964;10577,2828184279;-0,513882609336685
"220";10988,1686259422;16597,3954711528;12299,9269364375;11719,6484549964;5381,6362;-0,347367118491114
"221";24940,139680075;63894,5319232708;25911,598978832;80588,4320458424;21495,9952811797;2,35503528134594
"222";24940,139680075;18738,321524973;25911,598978832;11254,1980058178;21495,9952811797;-0,456247222335656
"223";11103,9131243795;28144,5971485022;12339,170921889;22430,5430709877;5680,83414577791;-0,375908925069919
"224";13476,7478709507;21958,3012148337;13466,1295085994;11719,6484549964;9769,32573333333;-0,692595634502263
"225";22348,302015271;53683,9763949858;22276,6852253694;80588,4320458424;63275,2628707819;2,12595009842558
"226";16013,5419022069;22530,5974644199;15304,088695771;23880,0760361371;14185,2249047646;-0,581146145338588
"227";15455,6295410901;29437,0249615945;14847,3495173706;23880,0760361371;14578,1145018298;-0,144919795407271
"228";15455,6295410901;29399,4301130734;14847,3495173706;23880,0760361371;14578,1145018298;-0,0821650912988794
"229";78475,5496620988;81510,3622721024;61809,1687868378;71359,6799292585;66324,3873578;2,78496643678998
"230";21592,6655133744;50083,9408247387;21291,8690083808;52903,2995233519;20146,284330047;0,198009365892323
"231";14339,8048188566;980,103384014219;14021,505539342;5430,53668227666;13376,6852767182;-0,510977043107577
"232";16013,5419022069;19619,049468671;15304,088695771;23880,0760361371;14185,2249047646;-0,27928107986973
"233";22708,4902356079;24372,5279415259;22758,6934592063;23880,0760361371;20764,1511358199;0,550995680481848
"234";13558,7275132932;40180,2437808737;13515,6657538545;22430,5430709877;11566,2870342129;-0,436292849548379
"235";18659,787180467;23856,7642212138;17840,8513422326;23880,0760361371;25806,5744;-0,451180460881836
"236";11996,5729021663;1248,24548498821;12691,9846362158;5430,53668227666;6665,4832704015;-0,97116994000342
"237";27171,789124542;61324,8848822052;29315,1701804829;80588,4320458424;28662,8010843474;0,855776459125759
"238";19361,0160689074;26068,7002724456;18608,7340811599;23880,0760361371;17571,9750816846;-0,00918885220005057
"239";18460,1326629178;61736,3423619866;17629,219436922;52903,2995233519;12915,2784460028;0,999599002176024
"240";19361,0160689074;24619,2825146336;18608,7340811599;23880,0760361371;17571,9750816846;-0,0163028271591233
"241";11077,1333310459;11697,8955651633;12329,9566670588;11719,6484549964;3124,478;-0,334977088663822
"242";21592,6655133744;16411,0645015091;21291,8690083808;23880,0760361371;20146,284330047;-0,0699699086458454
"243";12666,0677355064;33067,4183386592;13013,5470279001;22430,5430709877;8410,63183514295;-0,408754481431333
"244";16013,5419022069;10548,3826845121;15304,088695771;11254,1980058178;14185,2249047646;-0,562614586429149
"245";13335,5625688465;11854,3154420406;13382,4251572796;11719,6484549964;9826,55627438382;-0,705790850678389
"246";22673,1409084076;44803,0613732655;22711,03852408;43289,9607364112;9261,93333333333;0,0948417963998555
"247";13223,9800966231;14177,4312260905;13317,7169590854;11719,6484549964;9068,66390037881;-0,728683829910186
"248";30508,1050440202;63392,2882938897;34762,3412052645;80588,4320458424;28953,6839007238;0,921196519458088
"249";78475,5496620988;84694,8704471067;61809,1687868378;71359,6799292585;66324,3873578;2,78566209895937
"250";16571,4542633237;7053,03323855996;15788,9974218802;11254,1980058178;15956,4330124585;-0,587438898240265
"251";13223,9800966231;-336,661161208525;13317,7169590854;5430,53668227666;9068,66390037881;-0,708286065502138
"252";12666,0677355064;1857,48654112499;13013,5470279001;11254,1980058178;8410,63183514295;-0,732468746492437
"253";12052,3641382779;-1603,77684024256;12716,9413534115;5430,53668227666;8223,28226666667;-0,750292422156388
"254";14897,7171799734;26993,6310797585;14419,5613205905;22430,5430709877;12518,6112335927;-0,306257120964963
"255";16013,5419022069;10905,8581663724;15304,088695771;11254,1980058178;14185,2249047646;-0,272048355187645
"256";11130,6929177131;26137,1761898026;12348,465923086;22430,5430709877;5680,83414577791;-0,477412582873925
"257";18245,1913466739;26015,6721544387;17404,9265473468;23880,0760361371;17142,5483547113;0,149425759662384
"258";16236,7068466536;24355,9048523763;15494,7156007886;23880,0760361371;15222,1848350503;-0,0102200852275217
"259";17129,3666244404;5935,74580657948;16301,2942617868;11254,1980058178;15494,3439398424;-0,19767061267204
"260";78475,5496620988;87196,4058632515;61809,1687868378;71359,6799292585;66324,3873578;2,78558487751579
"261";18245,1913466739;8031,2316752756;17404,9265473468;5430,53668227666;17142,5483547113;-0,501188504208565
"262";11550,2430132729;22234,7733839378;12504,5630529724;22430,5430709877;5699,05516562873;-0,365917061239529
"263";15046,6128309082;-2138,35294786282;14530,8530682228;5430,53668227666;23108,4393;-0,64443481143213
"264";20476,8407911409;23327,0926775187;19906,4653919349;23880,0760361371;19296,3904735365;0,17371049099188
"265";21592,6655133744;9372,67715929355;21291,8690083808;5430,53668227666;20146,284330047;-0,295329367501457
"266";19361,0160689074;24243,0021317648;18608,7340811599;23880,0760361371;17571,9750816846;0,251717357604654
"267";10546,0007632627;1385,59651980177;12164,0191935856;11254,1980058178;3317,30304444445;-0,569317382463866
"268";78475,5496620988;84999,1982545741;61809,1687868378;71359,6799292585;66324,3873578;2,78558443178183
"269";16013,5419022069;29662,0037596095;15304,088695771;23880,0760361371;14185,2249047646;-0,229757589027605
"270";13781,8924577399;4967,78786257934;13653,9636075365;5430,53668227666;10577,2828184279;-0,663574676236194
"271";78475,5496620988;73914,1039671684;61809,1687868378;78253,3162894758;66324,3873578;2,78568186816772
