"";"p_sr";"p_mr";"p_pr";"p_ft";"p_rf";"nn"
"777";16013,5419022069;17168,9530808171;15304,088695771;23880,0760361371;14185,2249047646;-0,327389364272115
"778";13781,8924577399;10651,6391161941;13653,9636075365;11719,6484549964;10577,2828184279;-0,269188888720012
"779";18245,1913466739;5928,81552614365;17404,9265473468;5430,53668227666;17142,5483547113;-0,503275896198963
"780";15455,6295410901;12485,2836856088;14847,3495173706;23880,0760361371;14578,1145018298;-0,0172545401126969
"781";24940,139680075;20779,3580334233;25911,598978832;23880,0760361371;21495,9952811797;0,553177775098426
"782";16566,6450587708;55604,3959754715;15784,6993608427;52903,2995233519;17104,0170714286;0,384536558822805
"783";23824,3149578415;24321,4347665338;24300,6872731204;23880,0760361371;20529,3110506432;0,364262661587644
"784";17129,3666244404;29020,8705619378;16301,2942617868;23880,0760361371;15494,3439398424;0,0685300325916084
"785";19137,8511244607;11373,8383462634;18360,258625159;11254,1980058178;19208,6691816739;-0,0294607069783792
"786";22020,3946041482;30691,1606628736;21844,8640745611;23024,2258547008;27871,5815;0,200703868697734
"787";17129,3666244404;24909,661017552;16301,2942617868;23880,0760361371;15494,3439398424;-0,52332185912434
"788";19082,059888349;16336,6207830589;18298,7326455191;23880,0760361371;35035,8836666667;-0,0487200391011943
"789";14897,7171799734;28821,0995600484;14419,5613205905;22430,5430709877;12518,6112335927;-0,0456328659068821
"790";30733,5016379113;51158,306970967;35142,3632500286;43289,9607364112;62322,2220972794;2,65047718789091
"791";17129,3666244404;28459,4334837757;16301,2942617868;23880,0760361371;15494,3439398424;0,124596818148482
"792";71839,2346813048;70767,3955669031;72969,9202595269;71359,6799292585;83771,8639856653;2,78407219495676
"793";24940,139680075;15037,3962051272;25911,598978832;5430,53668227666;21495,9952811797;-0,150676699792696
"794";21592,6655133744;22351,1211967831;21291,8690083808;23880,0760361371;20146,284330047;0,283011220369639
"795";17129,3666244404;16977,8555478873;16301,2942617868;23880,0760361371;15494,3439398424;0,123793720925629
"796";13652,5014229497;10874,6627890645;13573,1653413041;11719,6484549964;13133,9256;-0,421258903229455
"797";17129,3666244404;14820,1772898855;16301,2942617868;23880,0760361371;15494,3439398424;0,133020349597192
"798";78475,5496620988;68882,5534935761;61809,1687868378;37123,6514430203;66324,3873578;1,94871351906794
"799";15790,3769577602;15278,6271054838;15117,9689183868;23880,0760361371;15452,355460117;-0,556229900914254
"800";25922,0654356404;63987,7092634803;27381,245791583;80588,4320458424;37614,9748333333;0,95328848328149
"801";23266,4025967247;55245,4485135162;23520,684912733;60105,607329181;21030,6565142259;0,696933418783658
"802";17240,9490966638;19177,1442394257;16406,9714372396;23880,0760361371;22073,5173609023;-0,100099186148854
"803";13781,8924577399;21392,221893969;13653,9636075365;11719,6484549964;10577,2828184279;-0,475423818575409
"804";17687,2789855572;21758,0063295355;16840,1977815795;23880,0760361371;18255,4273210388;-0,0453872732862617
"805";13223,9800966231;2887,97590257693;13317,7169590854;5430,53668227666;9068,66390037881;-0,703346246865953
"806";16013,5419022069;10108,7730945926;15304,088695771;11254,1980058178;14185,2249047646;-0,542593796682476
"807";18803,1037077907;9723,63803572673;17994,6991251774;11254,1980058178;16743,3205788563;-0,359100108155973
"808";17129,3666244404;9208,18412741739;16301,2942617868;11254,1980058178;15494,3439398424;-0,107412305451317
"809";22128,2613800465;14022,5361039611;21986,1683152309;11254,1980058178;65770,355753858;-0,366209631734956
"810";13781,8924577399;5420,65821068361;13653,9636075365;11254,1980058178;10577,2828184279;-0,342440697714593
"811";14897,7171799734;2210,21637045499;14419,5613205905;5430,53668227666;12518,6112335927;-0,848537441099059
"812";14451,38729108;10584,3475940069;14098,7005935215;11254,1980058178;12080,7178227513;-0,304921916674451
"813";14831,3925584838;16883,7581075812;14370,6679865394;11719,6484549964;18215,2338;-0,625982857483729
"814";16013,5419022069;12586,2254215498;15304,088695771;11254,1980058178;14185,2249047646;-0,566845805494262
"815";18245,1913466739;28401,6056477688;17404,9265473468;23880,0760361371;17142,5483547113;0,286726737156146
"816";12442,9027910597;-91,1437812987715;12901,0355774566;5430,53668227666;9003,43375520331;-0,728012557400029
"817";17099,2393569401;44560,7991955448;16272,9436322169;52903,2995233519;25137,0303666667;1,51018804295566
"818";14897,7171799734;4999,35009059589;14419,5613205905;11254,1980058178;12518,6112335927;-0,678217486275919
"819";13781,8924577399;12170,3303628825;13653,9636075365;5430,53668227666;10577,2828184279;-0,665831451482036
"820";17687,2789855572;28148,532112468;16840,1977815795;23880,0760361371;18255,4273210388;0,175978015953118
"821";14005,0574021866;33952,7296432471;13797,2687065552;22430,5430709877;10865,8712595731;-0,129287640718774
"822";19361,0160689074;23610,2514402764;18608,7340811599;23880,0760361371;17571,9750816846;0,316158594769
"823";22601,7392844319;46130,8667383045;22615,0118732988;80588,4320458424;13953,387;0,586467368683462
"824";14897,7171799734;32064,5029906388;14419,5613205905;22430,5430709877;12518,6112335927;-0,308547405958946
"825";10981,7414755421;37071,3571035685;12297,7921106394;22430,5430709877;5809,2704;-0,476885184679164
"826";17129,3666244404;30331,5328873647;16301,2942617868;23880,0760361371;15494,3439398424;0,123394048261974
"827";45629,3934575703;50593,9628881877;60511,3622405366;58817,9236046746;79723,324812843;2,50930583431081
"828";16571,4542633237;29395,4615377728;15788,9974218802;23880,0760361371;15956,4330124585;0,131050734513938
"829";17129,3666244404;25572,5922317114;16301,2942617868;23880,0760361371;15494,3439398424;0,128232193382681
"830";12777,6502077297;-1543,98726097308;13071,7773679282;5430,53668227666;8899,75025824176;-0,715357574708995
"831";18245,1913466739;7234,29587556235;17404,9265473468;5430,53668227666;17142,5483547113;-0,425769596224876
"832";12582,3808813389;982,325432098471;12970,7364574701;5430,53668227666;5620,16;-0,939162774521844
"833";16906,2016799937;15040,7016607504;16093,1389639388;11254,1980058178;16092,7770157874;-0,515606822974095
"834";24940,139680075;19966,7949473336;25911,598978832;11254,1980058178;21495,9952811797;0,806442823884456
"835";17352,5315688871;12989,1596179791;16513,7066284166;11254,1980058178;16939,7006332395;0,151099962580588
"836";17129,3666244404;24817,9797031526;16301,2942617868;23880,0760361371;15494,3439398424;0,112723095214476
"837";14674,5522355267;10558,3029673966;14256,7273579283;11254,1980058178;11392,0277684232;-0,664456717555757
"838";24940,139680075;25073,9452734357;25911,598978832;23880,0760361371;21495,9952811797;0,572878473029905
"839";13805,3247769068;26175,7536623897;13668,7762305501;22430,5430709877;6430,2662;-0,218314254770901
"840";14339,8048188566;1051,58125485759;14021,505539342;5430,53668227666;13376,6852767182;-0,655755188258242
"841";35829,6628345545;44744,2698026597;43964,5001378483;43289,9607364112;40359,4815;0,939280698111535
"842";15455,6295410901;17268,6380022643;14847,3495173706;23880,0760361371;14578,1145018298;-0,436568283429719
"843";20833,8489110195;64110,9089164985;20340,4865556594;52903,2995233519;12619,8811892318;0,216722065538972
"844";19490,1950970004;34336,0805316651;18754,2840784253;23024,2258547008;51259,5235333333;0,0327256842267166
"845";12666,0677355064;3896,2150330143;13013,5470279001;11254,1980058178;8410,63183514295;-0,9467956381773
"846";21592,6655133744;19207,5455871085;21291,8690083808;23880,0760361371;20146,284330047;0,537753662272408
"847";26167,5468745318;41478,6235704925;27755,7408891547;58817,9236046746;63797,4594215535;0,944439305405597
"848";14395,5960549683;25347,3360566683;14059,9508879015;22430,5430709877;17477,34695;-0,300410555429479
"849";14342,5385894261;8331,49172970001;14023,3822582135;11719,6484549964;13376,6852767182;-0,354782107414782
"850";12493,0256375824;3389,06697142031;12925,8452795139;5430,53668227666;21867,3892;-0,986208166818606
"851";20072,5328612868;64038,8944897084;19425,7891369447;52903,2995233519;34372,5440282065;2,07770651372954
"852";19361,0160689074;11234,5957049951;18608,7340811599;11254,1980058178;17571,9750816846;0,0247136119522799
"853";35370,2220051749;46702,6832352467;43158,8528714089;43289,9607364112;47124,9178676955;0,889726316205859
"854";16348,289318877;32029,3463071901;15591,7035974818;23880,0760361371;16833,3009326778;-0,185974100691522
"855";15678,7944855368;12841,24282475;15026,6148312354;23880,0760361371;13526,7786513206;-0,689387220626799
"856";13781,8924577399;29782,337804595;13653,9636075365;22430,5430709877;10577,2828184279;-0,103360743873692
"857";18245,1913466739;45460,676298935;17404,9265473468;52903,2995233519;17142,5483547113;-0,00270665418043895
"858";19323,0780283515;37185,6449397523;18566,2268246923;23880,0760361371;33686,4372;0,0315079855351835
"859";16571,4542633237;12174,9459219268;15788,9974218802;11254,1980058178;15956,4330124585;-0,399213842670288
"860";18245,1913466739;9446,12348789535;17404,9265473468;11254,1980058178;17142,5483547113;0,144727763797161
"861";26055,9644023085;19061,9683454046;27585,1771050498;22713,5640301003;21146,5073258851;0,5981675764021
"862";19918,9284300242;7222,21274840459;19246,2499813828;5430,53668227666;18938,6939882345;-0,280705947019448
"863";14339,8048188566;13143,218707459;14021,505539342;11719,6484549964;13376,6852767182;-0,462523883461101
"864";14677,9443426823;48493,9514146941;14259,1665814488;52903,2995233519;6554,13461333334;-0,282620597605324
"865";16683,036735547;8162,29874953162;15889,2907466429;11254,1980058178;20336,7928938012;-0,534094984616844
"866";20476,8407911409;20452,7804423412;19906,4653919349;23880,0760361371;19296,3904735365;0,134620665392066
"867";17783,2399116692;25457,7764121471;16935,5139035672;23880,0760361371;28066,8344;-0,234616690444177
"868";18245,1913466739;23718,0755885113;17404,9265473468;23880,0760361371;17142,5483547113;-0,0559045704435377
"869";18468,3562911206;28178,8241778146;17637,8740813305;23880,0760361371;17252,6944395373;0,240100068999918
"870";17977,3934133379;4887,26008818857;17130,6831607099;5430,53668227666;30370,8904;-0,469506425842636
"871";24940,139680075;10969,4510401059;25911,598978832;5430,53668227666;21495,9952811797;-0,257169202113083
"872";16013,5419022069;-4385,18425401393;15304,088695771;5430,53668227666;14185,2249047646;-0,86559690943836
"873";14618,760999415;28449,9154770589;14216,7680384054;22430,5430709877;7471,62833333333;-0,141288411739575
"874";12299,8763781638;-2892,68005865254;12831,7145679262;5430,53668227666;11894,8793333333;-0,73946264469237
"875";13755,8379504757;57102,2586248713;13637,5582010767;52903,2995233519;8747,5381;-0,216624543403978
"876";12666,0677355064;17495,7043115469;13013,5470279001;11719,6484549964;8410,63183514295;-0,232583603756251
"877";18245,1913466739;24025,878632525;17404,9265473468;23880,0760361371;17142,5483547113;-0,0539818098233745
"878";17129,3666244404;10727,3083465602;16301,2942617868;11254,1980058178;15494,3439398424;-0,498467458291791
"879";16013,5419022069;1914,08897475153;15304,088695771;5430,53668227666;14185,2249047646;-0,247446172854472
"880";12387,111554948;-3585,78034382872;12873,7350293794;5430,53668227666;13677,6282666667;-0,732198728185429
"881";13781,8924577399;16341,573537915;13653,9636075365;11719,6484549964;10577,2828184279;-0,725581519260505
"882";21146,335624481;63897,8228629129;20727,5869792846;52903,2995233519;49099,1444;2,12081098556124
"883";15120,8821244201;34254,2993665831;14587,1524697378;23880,0760361371;15814,1332759563;0,0166693899338626
"884";11550,2430132729;-229,067022121511;12504,5630529724;5430,53668227666;5699,05516562873;-0,760653013935216
"885";16013,5419022069;17456,069617846;15304,088695771;23880,0760361371;14185,2249047646;-0,2452506927683
"886";17129,3666244404;23534,2410650048;16301,2942617868;23880,0760361371;15494,3439398424;-0,210485282840106
"887";17129,3666244404;26359,5323131075;16301,2942617868;23880,0760361371;15494,3439398424;-0,0839389785493147
"888";13558,7275132932;19666,8100863565;13515,6657538545;11719,6484549964;11566,2870342129;-0,217655333116809
"889";15120,8821244201;27193,8266668115;14587,1524697378;23880,0760361371;15814,1332759563;-0,0329858725757731
"890";19361,0160689074;22176,6014667396;18608,7340811599;11254,1980058178;17571,9750816846;-0,31575676480923
"891";15567,2120133135;23618,1500780098;14936,4062804063;23880,0760361371;16451,7532633117;-0,350034652095756
"892";40024,5277700608;36177,5175104951;51278,6559099981;22713,5640301003;84497,1538974623;2,75583922395679
"893";16013,5419022069;6323,79962833878;15304,088695771;5430,53668227666;14185,2249047646;-0,582256101213514
"894";12274,5806317108;42251,242321522;12819,6822747805;22430,5430709877;8005,24;-0,298929255304021
"895";21369,5005689277;47823,2021005284;21008,0745712599;52903,2995233519;27216,4766;0,188987567189142
"896";12166,1782599458;29358,4117543651;12768,8977358177;22430,5430709877;14827,2678333333;-0,520921572285651
"897";19361,0160689074;23699,1480125319;18608,7340811599;23880,0760361371;17571,9750816846;0,0952650791640515
"898";21146,335624481;18214,5305520138;20727,5869792846;11254,1980058178;49099,1444;0,479343146995505
"899";19361,0160689074;19444,7117701164;18608,7340811599;23880,0760361371;17571,9750816846;0,30508674029179
"900";24940,139680075;22198,9011921193;25911,598978832;23880,0760361371;21495,9952811797;0,523882002121099
"901";13781,8924577399;8412,53408754058;13653,9636075365;11254,1980058178;10577,2828184279;-0,380509768233523
"902";15976,7420028676;48359,1671101749;15273,0858736218;52903,2995233519;15016,7652;1,18645497510177
"903";14295,0267727534;17674,3185084146;13990,8699975085;11719,6484549964;15281,4224;-0,180957839487606
"904";17687,2789855572;14602,0177815594;16840,1977815795;23880,0760361371;18255,4273210388;-0,433870457227444
"905";19361,0160689074;24774,6952586612;18608,7340811599;23880,0760361371;17571,9750816846;0,319704331506359
"906";18245,1913466739;25611,5027817171;17404,9265473468;23880,0760361371;17142,5483547113;-0,0596425363406669
"907";10343,7798488523;-4175,93960045837;12109,3391953399;5430,53668227666;2414,6656;-0,803985636149925
"908";14019,9201874867;38630,5567986872;13806,9894487494;23024,2258547008;8410,9186;-0,413931911074188
"909";17143,7161303683;47040,4125458002;16314,8248463475;52903,2995233519;44532,4182666667;-0,146109154861697
"910";14897,7171799734;18621,5708796913;14419,5613205905;11719,6484549964;12518,6112335927;-0,827632658027721
"911";12666,0677355064;17235,1157628251;13013,5470279001;11719,6484549964;8410,63183514295;-0,721501841881898
"912";21592,6655133744;11105,9380436968;21291,8690083808;5430,53668227666;20146,284330047;-0,122876842001502
"913";16013,5419022069;7139,44567747228;15304,088695771;11254,1980058178;14185,2249047646;-0,567286994377585
"914";15120,8821244201;5051,71017263271;14587,1524697378;5430,53668227666;15814,1332759563;-0,300031832297045
"915";18803,1037077907;7170,79147359729;17994,6991251774;5430,53668227666;16743,3205788563;0,210833518772355
"916";17129,3666244404;15566,0367031256;16301,2942617868;23880,0760361371;15494,3439398424;0,120404202742854
"917";14897,7171799734;12151,4381425222;14419,5613205905;11254,1980058178;12518,6112335927;-0,621941104588404
"918";11773,4079577196;-4693,38816850446;12595,5451689593;5430,53668227666;6903,5854957138;-0,522003370009726
"919";10546,0007632627;1597,61706620082;12164,0191935856;5430,53668227666;3317,30304444445;-0,595651608033739
"920";19361,0160689074;24795,1442101477;18608,7340811599;23880,0760361371;17571,9750816846;0,32832589489667
"921";21467,3360805732;34507,4560031146;21132,0859227389;23024,2258547008;25148,2306666667;2,21069990942859
"922";14897,7171799734;7573,34480542596;14419,5613205905;5430,53668227666;12518,6112335927;-0,639754032697199
"923";13054,3747388436;36138,6119689588;13221,8199062751;22430,5430709877;8537,39735281385;-0,372161518150169
"924";18245,1913466739;14016,6546048475;17404,9265473468;11254,1980058178;17142,5483547113;-0,412155686536155
"925";12666,0677355064;-3340,97079706471;13013,5470279001;5430,53668227666;8410,63183514295;-0,71666052719453
"926";14562,9697633033;27416,0005573062;14177,1099502073;22430,5430709877;14624,5645328412;-0,325840947197541
"927";35540,4745412933;26039,3675575713;43457,3368690162;22713,5640301003;52076,8956;1,09010954990751
"928";12884,5796908614;13232,7427314222;13128,8069761227;11719,6484549964;8759,55375769475;-0,722852081679725
"929";14335,1183550233;14928,3247964652;14018,2900115455;11254,1980058178;7911,04371300448;-0,447862470801339
"930";15373,0361951504;21647,7451881832;14782,1751855942;23880,0760361371;25674,3508;-0,238919885938511
"931";26213,5634860767;23987,3723204536;27826,244230805;22713,5640301003;23118,9137666667;0,676958288594253
"932";14674,5522355267;18855,3921521278;14256,7273579283;11719,6484549964;11392,0277684232;-0,632855995642868
"933";16013,5419022069;31432,0541343074;15304,088695771;23880,0760361371;14185,2249047646;-0,231803800889992
"934";18245,1913466739;7498,5765332086;17404,9265473468;5430,53668227666;17142,5483547113;-0,00314913045117102
"935";18133,6088744506;29563,7807466127;17289,9522833431;23880,0760361371;17824,3286036581;0,219271540039229
"936";17129,3666244404;28586,3568437696;16301,2942617868;23880,0760361371;15494,3439398424;-0,0980685866806375
"937";19361,0160689074;21874,7332325112;18608,7340811599;23880,0760361371;17571,9750816846;0,0247136119522799
"938";16013,5419022069;20811,4614438787;15304,088695771;23880,0760361371;14185,2249047646;-0,230499220316187
"939";16571,4542633237;20194,5778586417;15788,9974218802;23880,0760361371;15956,4330124585;0,162012746664537
"940";24940,139680075;22292,8560925191;25911,598978832;23880,0760361371;21495,9952811797;0,566148771337306
"941";17129,3666244404;27050,5996855255;16301,2942617868;23880,0760361371;15494,3439398424;0,126592461969234
"942";18245,1913466739;24053,6314075077;17404,9265473468;23880,0760361371;17142,5483547113;-0,440390569004247
"943";18331,2214327581;17306,6603295021;17494,2559476406;23880,0760361371;26497,9105;-0,449432520918031
"944";50608,6162233234;50372,9331965912;67611,3033600291;71359,6799292585;40249,543311797;2,77449132749041
"945";13781,8924577399;31005,9935123716;13653,9636075365;22430,5430709877;10577,2828184279;-0,361810562662491
"946";23306,3714382751;18741,1400477374;23575,9746321774;23880,0760361371;51136,9869952218;0,622979071582775
"947";25436,2576680744;65473,4265258126;26648,3397553844;58817,9236046746;45419,7142844536;2,39002102361045
"948";13781,8924577399;5787,31532493513;13653,9636075365;11254,1980058178;10577,2828184279;-0,685870264900039
"949";16906,2016799937;27449,0317078531;16093,1389639388;23880,0760361371;16092,7770157874;0,109983006844236
"950";16013,5419022069;17243,6814529682;15304,088695771;23880,0760361371;14185,2249047646;-0,216997343038403
"951";12442,9027910597;44503,6779467231;12901,0355774566;22430,5430709877;9003,43375520331;-0,208918403045766
"952";17129,3666244404;26456,5273045599;16301,2942617868;23880,0760361371;15494,3439398424;0,203295998348809
"953";17196,3161077744;18295,9045132939;16364,5732550892;23880,0760361371;10396,1291333333;0,174251434602556
"954";15455,6295410901;26137,1876817793;14847,3495173706;23880,0760361371;14578,1145018298;-0,0821650912988794
"955";17129,3666244404;26755,5992113259;16301,2942617868;23880,0760361371;15494,3439398424;0,0587296335085669
"956";15009,2996521967;32542,105185153;14502,7653725892;23880,0760361371;11411,2322742927;-0,310688271400563
"957";21436,3161532951;51781,3610653607;21092,6980762922;52903,2995233519;23894,6493333333;0,572398468517306
"958";20367,7466080482;55954,5164469127;19775,6184756408;52903,2995233519;40725,1184;2,09354081262221
"959";24940,139680075;22566,9183373312;25911,598978832;11254,1980058178;21495,9952811797;0,123833134349883
"960";17129,3666244404;19802,1410611393;16301,2942617868;23880,0760361371;15494,3439398424;0,114869564577518
"961";14897,7171799734;3672,31254361104;14419,5613205905;5430,53668227666;12518,6112335927;-0,622487275187254
"962";26055,9644023085;44686,9440481756;27585,1771050498;58817,9236046746;21146,5073258851;0,603911233484847
"963";13781,8924577399;26925,894953805;13653,9636075365;11719,6484549964;10577,2828184279;-0,108818624638444
"964";16013,5419022069;23091,6610887749;15304,088695771;23880,0760361371;14185,2249047646;-0,172291321298077
"965";19361,0160689074;20658,6548256911;18608,7340811599;23880,0760361371;17571,9750816846;0,0899195941463066
"966";13558,7275132932;11178,6617477713;13515,6657538545;11719,6484549964;11566,2870342129;-0,68902822185262
"967";17129,3666244404;19822,7694921196;16301,2942617868;23880,0760361371;15494,3439398424;-0,180217700007998
"968";18579,938763344;59904,6914598523;17755,8348483679;52903,2995233519;19844,9559443478;1,85812983167065
"969";17687,2789855572;26575,9557157308;16840,1977815795;23880,0760361371;18255,4273210388;0,177847889936889
"970";13223,9800966231;-2100,76399741322;13317,7169590854;5430,53668227666;9068,66390037881;-0,472848355568727
"971";18245,1913466739;24916,1408915203;17404,9265473468;23880,0760361371;17142,5483547113;-0,0611423026932026
"972";16236,7068466536;23696,1522874068;15494,7156007886;23880,0760361371;15222,1848350503;-0,215330865149555
"973";17129,3666244404;26863,4091914706;16301,2942617868;23880,0760361371;15494,3439398424;0,171913052686944
"974";22150,5778744912;22991,3313716715;22015,4943464518;23880,0760361371;21359,8183208295;-0,115589178258995
"975";17129,3666244404;27567,3613879737;16301,2942617868;23880,0760361371;15494,3439398424;0,136895857950997
"976";18245,1913466739;11485,4893989339;17404,9265473468;11254,1980058178;17142,5483547113;0,163141863401041
"977";23824,3149578415;20326,4429002777;24300,6872731204;23880,0760361371;20529,3110506432;0,421163196348158
"978";19361,0160689074;25703,1651707748;18608,7340811599;23880,0760361371;17571,9750816846;0,346228898706551
"979";19361,0160689074;9939,26827435195;18608,7340811599;11254,1980058178;17571,9750816846;0,31096814316071
"980";21536,8742772628;53129,5505709108;21220,6131173868;52903,2995233519;26536,9585;2,04513298844106
"981";12666,0677355064;-1347,86649723165;13013,5470279001;5430,53668227666;8410,63183514295;-0,715321845442137
"982";34703,6059996182;62256,3668694701;41991,3080710196;80588,4320458424;75986,179289249;1,08915526538336
"983";15790,3769577602;5412,69427375495;15117,9689183868;5430,53668227666;15452,355460117;-0,368247003883129
"984";24885,7209083716;68701,485898369;25831,5305275445;80588,4320458424;48794,0558;2,45645595784109
"985";13781,8924577399;20808,9718282763;13653,9636075365;11719,6484549964;10577,2828184279;-0,163723388710185
"986";21592,6655133744;9833,02549389098;21291,8690083808;5430,53668227666;20146,284330047;-0,177815443481206
"987";78475,5496620988;66211,9113133391;61809,1687868378;37123,6514430203;66324,3873578;1,23601608769116
"988";17129,3666244404;27558,5770750623;16301,2942617868;23880,0760361371;15494,3439398424;0,109796721680065
"989";52726,4069131338;64978,593760673;70173,5808138207;71359,6799292585;54110,172223594;2,78223551003297
"990";13607,8238010715;8692,61550504901;13545,6591140155;11719,6484549964;17665,3426;-0,68953482574837
"991";12666,0677355064;16481,2515053302;13013,5470279001;11719,6484549964;8410,63183514295;-0,435406903332321
"992";13447,1450410698;6438,2165890485;13448,410172693;11254,1980058178;11084,4498204678;-0,862154318596446
"993";19361,0160689074;53798,9002556438;18608,7340811599;52903,2995233519;17571,9750816846;0,0993054672228913
"994";18331,0094260609;60241,1951125218;17494,0350807571;52903,2995233519;26497,9105;0,233510439797258
"995";18245,1913466739;9525,56936621293;17404,9265473468;11254,1980058178;17142,5483547113;0,278947953012202
"996";14897,7171799734;26475,1120686838;14419,5613205905;11719,6484549964;12518,6112335927;-0,309467640438929
"997";18133,6088744506;12652,3482264206;17289,9522833431;11254,1980058178;17824,3286036581;-0,447739960194544
"998";14063,0802877427;13801,0923262285;13835,3420478338;11719,6484549964;7015,6286;-0,14028989266674
"999";19361,0160689074;15451,8275403455;18608,7340811599;11254,1980058178;17571,9750816846;-0,332948813862426
"1000";14228,2223466333;16641,119323479;13945,5310391403;11719,6484549964;10630,1802215608;-0,301509332345591
"1001";26272,1554422412;37783,7076305291;27916,1512397625;58817,9236046746;62392,5143897462;0,801326968556593
"1002";19361,0160689074;10830,632524875;18608,7340811599;11254,1980058178;17571,9750816846;0,253940517595606
"1003";12144,609368065;739,809367459267;12758,9440368398;5430,53668227666;9453,009;-0,286462033648053
"1004";11773,4079577196;31152,8812937718;12595,5451689593;22430,5430709877;6903,5854957138;-0,296730587747579
"1005";16013,5419022069;27400,6301607341;15304,088695771;23880,0760361371;14185,2249047646;0,0763253229544563
"1006";16236,7068466536;6651,32405050844;15494,7156007886;5430,53668227666;15222,1848350503;-0,787355760744341
"1007";15455,6295410901;32984,1238278616;14847,3495173706;23880,0760361371;14578,1145018298;-0,0277342959433562
"1008";14897,7171799734;13673,8150969567;14419,5613205905;11719,6484549964;12518,6112335927;-0,0514311860225138
"1009";14897,7171799734;4161,34606049675;14419,5613205905;5430,53668227666;12518,6112335927;-0,621238711031848
"1010";19361,0160689074;8853,13342398126;18608,7340811599;5430,53668227666;17571,9750816846;-0,312091518496905
"1011";26055,9644023085;22437,7639246378;27585,1771050498;22713,5640301003;21146,5073258851;0,922216758756045
"1012";15455,6295410901;20775,7232566122;14847,3495173706;23880,0760361371;14578,1145018298;-0,112161063972665
"1013";18245,1913466739;13510,5337556163;17404,9265473468;11254,1980058178;17142,5483547113;-0,39718628173493
"1014";16266,6332657039;7964,6587033635;15520,6186917665;11254,1980058178;13692,946;-0,259180596792248
"1015";19361,0160689074;48368,9148420962;18608,7340811599;60105,607329181;17571,9750816846;0,0857168370861186
"1016";12108,1553743896;7214,57262240537;12742,235247892;11254,1980058178;7262,96386957435;-0,496532398783024
"1017";15232,4645966434;6032,73481221031;14672,7163605651;11254,1980058178;12104,1893598605;-0,641507297543869
"1018";15455,6295410901;17557,0736464569;14847,3495173706;23880,0760361371;14578,1145018298;-0,59852135419187
"1019";11550,2430132729;5596,6503724223;12504,5630529724;11719,6484549964;5699,05516562873;-0,279100671170155
"1020";12526,1656318327;26044,170706355;12942,3955955849;22430,5430709877;11161,7268;-0,720592900428509
"1021";17129,3666244404;16193,5101864627;16301,2942617868;23880,0760361371;15494,3439398424;-0,0955775082828216
"1022";30519,2632912425;20290,4023160962;34781,1243891618;22713,5640301003;28953,6839007238;0,647847565615353
"1023";15232,4645966434;13284,509018437;14672,7163605651;23880,0760361371;12104,1893598605;-0,0494732660529192
"1024";21592,6655133744;21897,1506443424;21291,8690083808;23880,0760361371;20146,284330047;0,211546511282478
"1025";78475,5496620988;61067,3325217487;61809,1687868378;37123,6514430203;66324,3873578;2,78351541782954
"1026";16013,5419022069;6109,10505200271;15304,088695771;5430,53668227666;14185,2249047646;-0,567387882379501
"1027";78475,5496620988;76586,2721240148;61809,1687868378;71359,6799292585;66324,3873578;2,78567637330024
"1028";30519,2632912425;24362,6597122187;34781,1243891618;22713,5640301003;28953,6839007238;0,333799103620708
"1029";17687,2789855572;20065,6458562016;16840,1977815795;23880,0760361371;18255,4273210388;-0,450997171688515
"1030";18245,1913466739;11736,4275505841;17404,9265473468;11254,1980058178;17142,5483547113;-0,0174958719065288
"1031";13000,8151521764;3245,23574286606;13192,1560202404;11254,1980058178;8523,34295006058;-0,46115075148102
"1032";22708,4902356079;22382,3726102682;22758,6934592063;23880,0760361371;20764,1511358199;0,583498648239399
"1033";16013,5419022069;20109,3508593384;15304,088695771;23880,0760361371;14185,2249047646;-0,179102546768989
"1034";27171,789124542;22833,5830535674;29315,1701804829;22713,5640301003;28662,8010843474;0,957286795594869
"1035";18440,2932993564;61644,7945162402;17608,3623872137;52903,2995233519;19789,2565;1,75427932388332
"1036";15120,8821244201;34253,624607102;14587,1524697378;23880,0760361371;15814,1332759563;-0,041191031643674
"1037";16226,9545385813;8656,14277935401;15486,2917093558;11254,1980058178;8547,72;-0,55233611367178
"1038";16954,9074291192;27420,937435382;16138,2031597725;23880,0760361371;24895,127;1,26962510540823
"1039";13781,8924577399;13385,0491094813;13653,9636075365;11719,6484549964;10577,2828184279;-0,344788908519614
"1040";14005,0574021866;20759,4608197389;13797,2687065552;11719,6484549964;10865,8712595731;-0,0972065127624033
"1041";13781,8924577399;43964,0886778347;13653,9636075365;22430,5430709877;10577,2828184279;-0,381045636146022
"1042";13223,9800966231;22974,0565402657;13317,7169590854;11719,6484549964;9068,66390037881;-0,202821998681068
"1043";19361,0160689074;25337,9210419403;18608,7340811599;23880,0760361371;17571,9750816846;0,337859319499717
"1044";47256,6341247451;34827,8436182933;62975,3245821871;22713,5640301003;25333,7115541889;1,17993480138391
"1045";11103,9131243795;26816,3362869993;12339,170921889;22430,5430709877;5680,83414577791;-0,3073677159775
"1046";13223,9800966231;4187,73919730261;13317,7169590854;11254,1980058178;9068,66390037881;-0,19261424576575
"1047";14897,7171799734;7832,09275336564;14419,5613205905;11719,6484549964;12518,6112335927;-0,27041181810757
"1048";14897,7171799734;20723,4804618768;14419,5613205905;11719,6484549964;12518,6112335927;-0,0530975819089723
